"wp_id","slug","name","developer","community","completion_date","project_price","project_status","amenities_title","amenities_content","amenities_count","types_count","types_title","payment_count","payment_title","payments_accept_title","overview_content","archive_name","view_count"
"245803","burj-binghatti-residences-phase-2","Burj Binghatti Residences Phase 2 at Business Bay","Binghatti Developers","Business Bay",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>50/50 Payment Plan</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 7999,999</li>
 	<li>Located at Business Bay</li>
 	<li>Developed by Binghatti</li>
</ul>","Burj Binghatti Residences Phase 2","13096"
"245819","address-sky-view-by-emaar-properties","Address Sky View by Emaar Properties","Emaar Properties","Downtown dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 to 6 Bedroom Serviced Apartment</li>
 	<li>3 BR Starting From AED 5,698,888</li>
 	<li>20% Down Payment</li>
 	<li>Located at Downtown Dubai</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Address Sky View at Downtown Dubai","13040"
"245890","marlin-residences-at-al-reem-island","Marlin Residences at Al Reem Island","Reportage Properties","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartments</li>
 	<li>3 &amp; 4 Bedroom Penthouse</li>
 	<li>30% Down Payment</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed By Reportage Properties</li>
</ul>",NULL,"2704"
"246001","binghatti-avenue-residences-at-al-jaddaf","Binghatti Avenue Residences at Al Jaddaf","Binghatti Developers","Al Jaddaf",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 730,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Al Jaddaf Dubai</li>
 	<li>Developed by Binghatti Developers</li>
</ul>","Binghatti Avenue at Al Jaddaf Dubai","13439"
"246129","parkside-hills-at-dubai-hills-estate","Parkside Hills by Emaar","Emaar Properties","Dubai Hills Estate",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 1.51 M</li>
 	<li>Located at Dubai Hills Estate</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Parkside Hills at Dubai Hills Estate","12841"
"246145","eleve-apartments-by-deyaar","Eleve by Deyaar","Deyaar","Jebel Ali Village",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Jebel Ali</li>
 	<li>Developed by Deyaar</li>
</ul>","Eleve by Deyaar","13287"
"246156","selina-bay-at-yas-island-abu-dhabi","Selina Bay at Yas Island, Abu Dhabi","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>3 Bedroom Townhouse</li>
 	<li>3 &amp; 4 Bedroom Penthouse</li>
 	<li>30% Down Payment</li>
 	<li>Located at Yas Island</li>
 	<li>Developed By Reportage Properties</li>
</ul>",NULL,"3415"
"246192","dusit-princess-at-jumeirah-village-circle","Dusit Princess at Jumeirah Village Circle","Select Developer","JVC",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Hotel Rooms</li>
 	<li>20% Down Payment</li>
 	<li>Located at JVC</li>
 	<li>Developed by RIJAS ACES</li>
 	<li>Starting From AED 430,000</li>
</ul>","Dusit Princess at Jumeirah Village Circle","13138"
"246236","nasayem-avenue-by-dubai-investments-at-mirdif-hills","Nasayem Avenue by Dubai Investments at Mirdif Hills","Dubai Investments","Mirdif",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>Starting From AED 3,022,976</li>
 	<li>20/80 Payment Plan</li>
 	<li>Located at Mirdif Hills</li>
 	<li>Developed by Dubai Investments</li>
</ul>","Nasayem Avenue at Mirdif Hills Dubai","12996"
"246373","nakheel-bay-villas-phase-3","Nakheel Bay Villas Phase 3","Nakheel","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>20% Down Payment</li>
 	<li>80/20 Payment Plan</li>
 	<li>Located at Dubai Island</li>
 	<li>Developed by Nakheel</li>
</ul>","Nakheel Bay Villas Phase 3 at Dubai Island","13021"
"246466","reem-townhouses-at-town-square-dubai","Reem Townhouses at Town Square Dubai","Nshama","Town Square",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Apartment</li>
 	<li>Located at Town Square Dubai</li>
 	<li>Developed by Nshama</li>
 	<li>Starting From AED 1,699,000</li>
 	<li>10% Down Payment</li>
</ul>","Nshama Reem Townhouses at Town Square Dubai","12535"
"246481","sunrise-living-at-jumeirah-park-dubai","Sunrise Living Villas at Jumeirah Park by H&H Development","Select Developer","Jumeirah Park",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>5 Bedroom Villa</li>
 	<li>70/30 Payment Plan</li>
 	<li>Starting From AED 9 M</li>
 	<li>Located at Jumeirah Park Dubai</li>
 	<li>Developed by H&amp;H Development</li>
</ul>","Sunrise Living Villas at Jumeirah Park by H&H Development","14543"
"246513","elaya-at-town-square-dubailand","Elaya by Nshama at Town Square Dubai","Nshama","Town Square",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>Starting From AED 725,888</li>
 	<li>50/50 Payment Plan</li>
 	<li>Located at Town Square</li>
 	<li>Developed by Nshama Developers</li>
</ul>","Elaya by Nshama at Town Square","13258"
"246537","hatimi-residences-at-dubai-island","Hatimi Residences at Dubai Islands","Fakhruddin Properties","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 3 Bedroom Apartment</li>
 	<li>3 &amp; 4 Duplex Apartment</li>
 	<li>4 Bedroom Penthouse</li>
 	<li>Starting Price AED 2.1 M</li>
 	<li>Located at Dubai Island</li>
 	<li>Developed by Fakhruddin Properties</li>
</ul>","Hatimi Residences at Dubai Islands","12975"
"246586","damac-radisson-hotel-damac-hills-dubai","Damac Radisson Hotel, Damac Hills, Dubai","Damac Properties","Damac Hills",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Hotel Rooms</li>
 	<li>Located at Damac Hills</li>
 	<li>Developed by Damac Properties</li>
 	<li>Starting From AED 620,000</li>
 	<li>10% Down Payment</li>
</ul>","Damac Radisson Hotel at Damac Hills","12679"
"246788","alta-by-meteor-in-jvc","Alta by Meteora in JVC","Select Developer","JVC",NULL,"AED 700,000","New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>5% Down Payment</li>
 	<li>Starting Price AED 600,000</li>
 	<li>Located at JVC</li>
 	<li>Developed Meteora Developers</li>
</ul>","Alta by Meteora at JVC","13418"
"246854","ela-by-omniyat-at-palm-jumeirah","Ela by Omniyat at Palm Jumeirah","OMNIYAT","Palm jumeirah",NULL,"AED 700,000","New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Simplex and Duplex Apartments</li>
 	<li>60/40 Payment Plan</li>
 	<li>Starting Price AED 44M</li>
 	<li>Located at Palm Jumeirah</li>
 	<li>Developed Omniyat Properties</li>
</ul>","Ela by Omniyat at Palm Jumeirah","12929"
"246863","karl-lagerfeld-villas-at-mbr-city","Karl Lagerfeld Villas at MBR City","Taraf Holding","Mohammad Bin Rashid City",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at MBR City Dubai</li>
 	<li>Developed by Taraf Development</li>
 	<li>60/40 Payment Plan</li>
 	<li>Starting From AED 15,000,000</li>
</ul>","Karl Lagerfeld Villas at MBR City Dubai","14012"
"246875","ahad-residence-at-business-bay","Ahad Residence at Business Bay","Select Developer","Business Bay",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Business Bay</li>
 	<li>Developed by Ahad Group</li>
 	<li>Starting From AED 705000</li>
 	<li>20% Down payment</li>
</ul>","Ahad Residences at Business Bay Dubai","12793"
"246936","bayz-apartments-at-business-bay-dubai","Bayz Apartments at Business Bay Dubai","Danube Properties","Business Bay",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Business Bay</li>
 	<li>Developed by Danube Properties</li>
 	<li>Starting From AED 765,000</li>
 	<li>100% Down Payment</li>
</ul>","Bayz Apartments at Business Bay","12514"
"247035","address-polo-chateaux-at-arabian-ranches","Address Polo Chateaux at Arabian Ranches","Emaar Properties","Arabian ranches",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3, 4 &amp; 5 Bedroom Villa</li>
 	<li>Located at Arabian Ranches</li>
 	<li>Developed by Emaar</li>
</ul>","Address Polo Chateaux at Arabian Ranches","12734"
"247038","the-waterway-by-prestige-one","The Waterway at MBR City Dubai","Select Developer","Mohammad Bin Rashid City",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>4 Bedroom Penthouse</li>
 	<li>65/35 Payment Plan</li>
 	<li>Starting From AED 1.7 M</li>
 	<li>Located at MBR City</li>
 	<li>Developed by Prestige One Developments</li>
</ul>","The Waterway at MBR City","13306"
"247100","golf-greens-tower-2-at-damac-hills","Golf Greens Tower 2 at Damac Hills","Damac Properties","Damac Hills",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>3 Bedroom Townhouse</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 1.02M</li>
 	<li>Located at Damac Hills</li>
 	<li>Developed by Damac Properties</li>
</ul>","Golf Greens Tower 2 at Damac Hills","11178"
"247145","the-estate-2-at-al-furjan-dubai","The Estate 2 at Al Furjan, Dubai","Invest Group Overseas (IGO)","Al Furjan",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>3 Bedroom Villa and 4 Bedroom Townhouse</li>
 	<li>Located at Al Furjan</li>
 	<li>Developed by Invest Group Overseas (IGO)</li>
 	<li>Starting From AED 2,400,000</li>
 	<li>10% Down Payment</li>
</ul>","The Estate 2 at Al Furjan","12692"
"247178","sonate-residences-at-jvt","Sonate Residences at JVT","Select Developer","JVT",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>70/30 Payment Plan</li>
 	<li>Starting Price AED 710,074</li>
 	<li>Located at JVT</li>
 	<li>Developed by Condor Developers</li>
</ul>","Sonate Residences at JVT","13920"
"247211","binghatti-jasmine-at-jvc-dubai","Binghatti Jasmine at JVC, Dubai","Binghatti Developers","JVC",,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at JVC</li>
 	<li>Developed by Binghatti Developers</li>
 	<li>Starting From AED 560,000</li>
 	<li>80/20 Payment Plan</li>
</ul>","Binghatti Jasmine at Jumeirah Village Circle","12966"
"247555","emaar-palace-residences-at-dubai-creek-harbour","Emaar Palace Residences at Dubai Creek Harbour","Emaar Properties","Dubai Creek Harbour",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>Located at Dubai Creek Harbour</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 1,119,888</li>
 	<li>10% Down Payment</li>
</ul>","Palace Residences at Dubai Creek Harbour","12559"
"247655","olivz-by-danube-at-al-warsan","Olivz by Danube at Al Warsan","Danube Properties","Sports City Dubai",,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Sports City Dubai</li>
 	<li>Developed by Danube Properties</li>
</ul>","Olivz by Danube at Al Warsan Dubai","12997"
"247698","damac-tower-108-at-jvc-dubai","DAMAC Tower 108 at JVC Dubai","Damac Properties","JVC",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 1,202,000</li>
 	<li>Located at JVC</li>
 	<li>Developed by Damac Properties</li>
</ul>","DAMAC Tower 108 at JVC Dubai","13080"
"247725","emaar-maple-iii-townhouses-at-dubai-hills-estate","Emaar Maple III Townhouses at Dubai Hills Estate","Emaar Properties","Dubai Hills Estate",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>3, 4 &amp; 5 Bedroom Townhouse</li>
 	<li>Located at Dubai Hills Estate</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 4,240,888</li>
 	<li>50/50 Post Handover</li>
</ul>","Maple 3 Townhouses at Dubai Hills Estate","13427"
"247739","dragon-tower-by-nakheel-in-dragon-city-dubai","Dragon Tower by Nakheel in Dragon City, Dubai","Nakheel","Dragon City",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Dragon City Dubai</li>
 	<li>Developed by Nakheel</li>
 	<li>Starting From AED 449,000</li>
</ul>","Dragon Towers at Dragon City Dubai","12995"
"247747","four-seasons-private-residences-at-al-maryah-island","Four Seasons Private Residences at Al Maryah Island","Select Developer","Akoya Damac Hills",NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>Starting From AED 2.4M</li>
 	<li>Located at Al Maryah Island</li>
 	<li>Developed By Mubadala</li>
</ul>",NULL,"3160"
"247912","fairway-villas-phase-3-at-emaar-south","Fairway Villas Phase 3 at Emaar South","Emaar Properties","Emaar South",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 4,390,000</li>
 	<li>Located at Emaar South</li>
 	<li>Developed By Emaar Properties</li>
</ul>","Fairway Villas 3 by Emaar","10010"
"248012","miraclz-by-danube-at-arjan-dubai","Miraclz by Danube at Arjan Dubai","Danube Properties","Dubailand",,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>100% Down Payment</li>
 	<li>Starting From  AED 490,000</li>
 	<li>Located at Arjan Dubailand</li>
 	<li>Developed by Danube</li>
</ul>","Miraclz by Danube at Arjan Dubai","13307"
"248039","forte-at-the-opera-district-downtown-dubai","Forte at The Opera District, Downtown Dubai","Emaar Properties","Downtown dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 to 4 Bedroom Apartment</li>
 	<li>Located at Opera District</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 2,090,888</li>
 	<li>15% Down Payment</li>
</ul>","Forte at the Opera District by Emaar Properties","12753"
"248129","vincitore-benessere-at-arjan-dubai","Vincitore Benessere at Arjan Dubai","Vincitore Real Estate Development LLC","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 511,807</li>
 	<li>Located at Arjan Dubailand</li>
 	<li>Developed by Vincitore Real Estate</li>
</ul>","Vincitore Benessere at Arjan Dubai","13067"
"248230","weybridge-gardens-2-at-dubailand","Weybridge Gardens 2 at Dubailand","Select Developer","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio to 3 Bedroom Apartment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting From AED 560,000</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by LEOS</li>
</ul>","Weybridge Gardens 2 at Dubailand","12613"
"248240","casa-vista-residence-at-jvc-dubai","Casa Vista Residence at JVC Dubai","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartments</li>
 	<li>Located at JVC</li>
 	<li>Developed by Golden Wood Real Estate</li>
</ul>","Casa Vista Residence at JVC","13984"
"248255","starlight-park-at-majan-dubai","Starlight Park at Majan Dubai","Select Developer","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>60/40 payment Plan</li>
 	<li>Starting Price AED 988,000</li>
 	<li>Located at Majan Dubai</li>
 	<li>Developed by A &amp; B Unicorn Real Estate</li>
</ul>","Starlight Park at Meydan Dubai","13530"
"248282","emaar-act-one-and-two-towers-at-downtown-dubai","Emaar ACT One and Two Towers at Downtown Dubai","Emaar Properties","Downtown dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 to 3 Bedroom Apartment</li>
 	<li>4 Bedroom Penthouse</li>
 	<li>3 &amp; 4 Bedroom Townhouse</li>
 	<li>Located at Downtown Dubai</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 1,588,888</li>
</ul>","ACT Towers at Downtown Dubai","13064"
"248368","beverly-gardens-at-discovery-garden-dubai","Beverly Gardens at Discovery Garden Dubai","Select Developer","Akoya Damac Hills",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 600,000</li>
 	<li>Located at Discovery Gardens</li>
</ul>","Beverly Gardens at Discovery Gardens","13747"
"248427","sky-living-at-jumeirah-village-circle","Sky Living at Jumeirah Village Circle","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 745,000</li>
 	<li>Located at JVC</li>
</ul>","Sky Living at Jumeirah Village Circle","13587"
"248543","binghatti-phoenix-at-jvc-dubai","Binghatti Phoenix at JVC, Dubai","Binghatti Developers","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at JVC</li>
 	<li>Developed by Binghatti Developers</li>
 	<li>Starting From AED 599,999</li>
 	<li>70/30 Payment Plan</li>
</ul>","Binghatti Phoenix at Jumeirah Village Circle","13943"
"248667","sevilla-victory-heights-at-dubai-sports-city","Sevilla Victory Heights at Dubai Sports City","Dubai Sports City","Sports City Dubai",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Townhouses</li>
 	<li>Located at Sports City Dubai</li>
 	<li>Developed by Dubai Sports City</li>
 	<li>Starting From AED 3,300,000</li>
 	<li>50/50 Post Handover</li>
</ul>","Sevilla Victory Heights Townhouses at Dubai Sports City","13120"
"248744","uno-premier-villas-at-damac-hills-2","UNO Premier Villas at Damac Hills 2","Damac Properties","Damac Hills 2",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3 Bedroom Villas</li>
 	<li>Located at Damac Hills 2</li>
 	<li>Developed by Damac Properties</li>
 	<li>Starting From AED 556,000</li>
 	<li>2 Years Payment Plan</li>
</ul>","UNO Premier Villas at Damac Hills 2","12619"
"248903","four-seasons-private-residences-at-difc-dubai","Four Seasons Private Residences at DIFC, Dubai","Select Developer","DIFC Dubai",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3, 4 &amp; 5 Bedroom Apartment</li>
 	<li>5 Bedroom Penthouse</li>
 	<li>Located at DIFC Dubai</li>
 	<li>Developed by H&amp;H Development</li>
 	<li>Starting From AED 33,669,551</li>
 	<li>60/40 Payment Plan</li>
</ul>","Four Seasons Private Residences at DIFC","13207"
"248963","amora-at-golf-verde-by-damac-properties","Amora at Golf Verde by Damac Properties","Damac Properties","Damac Hills 2",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Damac Hills 2</li>
 	<li>Developed by Damac Properties</li>
 	<li>Starting From AED 345,000</li>
 	<li>10/90 Till Handover Payment Plan</li>
</ul>","Amora Golf Verde at Damac Hills 2","12672"
"248996","waldorf-astoria-residences-dubai-downtown","Waldorf Astoria Residences Dubai Downtown","Select Developer","Business Bay",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Business Bay</li>
 	<li>Developed by Al Jaziri Group</li>
</ul>","Waldorf Astoria Residences at Business Bay","13053"
"249006","wadi-645-at-majan-dubailand-dubai","Wadi 645 at Majan Dubailand, Dubai","Select Developer","Majan",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartments</li>
 	<li>10% Down Payment</li>
 	<li>70/30 Post Handover</li>
 	<li>Located at International City Dubai</li>
 	<li>Developed by MS Homes Developers</li>
</ul>","Wadi 645 at Majan Dubai","14221"
"249071","fiora-golf-verde-at-damac-hills-2-dubai","Fiora Golf Verde at Damac Hills 2 Dubai","Damac Properties","Damac Hills 2",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Damac Hills 2</li>
 	<li>Developed by Damac Properties</li>
 	<li>Starting From AED 357,000</li>
 	<li>10% Down Payment</li>
</ul>","Fiora Golf Verde at Damac Hills 2","12718"
